id	youth_dev	age	gender	parent_att	cohort	year
14872	35	12	2	34	1	1977
14872	27	13	2	34	1	1978
14922	34	14	2	35	4	1976
14922	27	15	2	35	4	1977
14922	35	16	2	35	4	1978
14922	34	18	2	35	4	1980
14982	30	12	2	32	2	1976
14982	24	13	2	32	2	1977
14982	20	14	2	32	2	1978
14982	16	16	2	32	2	1980
15032	26	15	2	35	5	1976
15032	30	17	2	35	5	1978
15032	20	19	2	35	5	1980
15033	33	11	1	35	1	1976
15033	35	12	1	35	1	1977
15033	27	13	1	35	1	1978
15033	28	15	1	35	1	1980
15034	34	13	1	35	3	1976
15034	36	14	1	35	3	1977
15034	35	15	1	35	3	1978
15034	32	17	1	35	3	1980
15052	30	14	1	33	4	1976
15052	9	15	1	33	4	1977
15052	12	16	1	33	4	1978
15052	33	18	1	33	4	1980
15053	36	16	2	34	6	1976
15053	34	17	2	34	6	1977
15053	34	18	2	34	6	1978
15053	34	20	2	34	6	1980
15054	34	15	2	34	5	1976
15054	36	16	2	34	5	1977
15054	27	17	2	34	5	1978
15054	36	19	2	34	5	1980
15055	33	12	2	34	2	1976
15055	36	13	2	34	2	1977
15055	36	14	2	34	2	1978
15055	36	16	2	34	2	1980
15056	36	11	1	34	1	1976
15056	31	12	1	34	1	1977
15056	27	13	1	34	1	1978
15056	35	15	1	34	1	1980
15062	35	11	1	35	1	1976
15062	36	12	1	35	1	1977
15062	36	13	1	35	1	1978
15062	34	15	1	35	1	1980
15063	32	16	2	35	6	1976
15063	35	17	2	35	6	1977
15063	31	18	2	35	6	1978
15063	33	20	2	35	6	1980
15064	32	17	1	35	7	1976
15064	34	18	1	35	7	1977
15064	30	19	1	35	7	1978
15064	36	21	1	35	7	1980
15132	32	13	2	33	3	1976
15132	34	14	2	33	3	1977
15372	34	15	2	30	5	1976
15372	31	16	2	30	5	1977
15372	31	17	2	30	5	1978
15372	32	19	2	30	5	1980
15373	28	16	1	29	6	1976
15373	22	17	1	29	6	1977
15373	28	18	1	29	6	1978
15373	30	20	1	29	6	1980
15382	32	13	2	33	3	1976
15382	32	14	2	33	3	1977
15382	27	15	2	33	3	1978
15382	32	17	2	33	3	1980
15383	35	11	1	33	1	1976
15383	35	12	1	33	1	1977
15383	29	13	1	33	1	1978
15383	32	15	1	33	1	1980
15402	28	14	1	31	4	1976
15482	35	12	1	35	2	1976
15482	35	13	1	35	2	1977
15482	36	14	1	35	2	1978
15482	36	16	1	35	2	1980
15552	35	13	1	35	3	1976
15552	33	14	1	35	3	1977
15552	31	15	1	35	3	1978
15552	28	17	1	35	3	1980
15553	36	14	1	35	4	1976
15553	33	15	1	35	4	1977
15553	28	16	1	35	4	1978
15553	27	18	1	35	4	1980
15554	30	16	1	35	6	1976
15554	31	17	1	35	6	1977
15554	30	18	1	35	6	1978
15554	30	20	1	35	6	1980
15555	31	17	1	33	7	1976
15555	34	18	1	33	7	1977
15555	27	19	1	33	7	1978
15555	30	21	1	33	7	1980
15782	36	14	2	33	4	1976
15782	36	15	2	33	4	1977
15782	36	16	2	33	4	1978
15782	36	18	2	33	4	1980
15783	33	15	2	30	5	1976
15783	35	16	2	30	5	1977
15783	35	17	2	30	5	1978
15783	34	19	2	30	5	1980
15832	14	14	1	28	4	1976
15832	36	15	1	28	4	1977
15832	30	16	1	28	4	1978
15832	27	18	1	28	4	1980
15833	32	12	1	28	2	1976
15833	36	13	1	28	2	1977
15833	29	14	1	28	2	1978
15833	25	16	1	28	2	1980
15834	31	12	1	28	2	1976
15834	32	13	1	28	2	1977
15834	27	14	1	28	2	1978
15834	33	16	1	28	2	1980
15862	30	14	2	33	4	1976
15862	31	15	2	33	4	1977
15862	25	16	2	33	4	1978
15862	26	18	2	33	4	1980
15863	36	13	2	33	3	1976
15863	36	14	2	33	3	1977
15863	34	15	2	33	3	1978
15863	31	17	2	33	3	1980
15882	36	15	2	33	5	1976
15882	36	16	2	33	5	1977
15882	36	17	2	33	5	1978
15882	28	19	2	33	5	1980
15992	30	15	1	33	5	1976
15992	30	16	1	33	5	1977
15992	34	17	1	33	5	1978
15992	30	19	1	33	5	1980
15994	28	17	2	33	7	1976
15994	29	18	2	33	7	1977
15994	25	19	2	33	7	1978
15994	30	21	2	33	7	1980
15995	28	12	2	33	2	1976
15995	31	13	2	33	2	1977
15995	31	14	2	33	2	1978
15995	31	16	2	33	2	1980
16032	33	11	2	33	1	1976
16032	36	12	2	33	1	1977
16032	36	13	2	33	1	1978
16032	35	15	2	33	1	1980
16033	33	13	1	35	3	1976
16033	36	14	1	35	3	1977
16033	36	15	1	35	3	1978
16033	36	17	1	35	3	1980
16142	23	14	1	35	4	1976
16262	36	15	1	28	5	1976
16262	36	16	1	28	5	1977
16262	36	17	1	28	5	1978
16282	29	12	1	35	2	1976
16282	32	13	1	35	2	1977
16282	29	14	1	35	2	1978
16282	16	16	1	35	2	1980
16352	29	16	1	32	6	1976
16352	26	18	1	32	6	1978
16362	27	13	2	35	3	1976
16362	24	14	2	35	3	1977
16362	30	15	2	35	3	1978
16362	31	17	2	35	3	1980
16402	30	14	2	30	4	1976
16402	30	15	2	30	4	1977
16442	29	16	1	33	6	1976
16442	30	17	1	33	6	1977
16442	23	18	1	33	6	1978
16442	29	20	1	33	6	1980
16443	33	15	2	34	5	1976
16443	34	16	2	34	5	1977
16443	34	17	2	34	5	1978
16443	28	19	2	34	5	1980
16452	29	16	2	34	6	1976
16452	31	17	2	34	6	1977
16452	29	18	2	34	6	1978
16452	33	20	2	34	6	1980
16453	28	13	2	35	3	1976
16453	27	14	2	35	3	1977
16453	24	15	2	35	3	1978
16453	25	17	2	35	3	1980
16462	31	14	1	34	4	1976
16462	30	15	1	34	4	1977
16463	28	12	1	34	2	1976
16463	33	13	1	34	2	1977
16463	29	14	1	34	2	1978
16472	32	17	2	35	7	1976
16472	32	18	2	35	7	1977
16472	30	19	2	35	7	1978
16472	29	21	2	35	7	1980
16482	26	17	2	35	7	1976
16482	27	18	2	35	7	1977
16482	23	19	2	35	7	1978
16482	29	21	2	35	7	1980
16483	27	15	1	35	5	1976
16483	27	16	1	35	5	1977
16483	29	17	1	35	5	1978
16483	27	19	1	35	5	1980
16492	34	14	1	35	4	1976
16492	34	15	1	35	4	1977
16492	35	16	1	35	4	1978
16492	32	18	1	35	4	1980
16493	31	13	1	34	3	1976
16493	31	14	1	34	3	1977
16493	34	15	1	34	3	1978
16493	32	17	1	34	3	1980
16502	29	11	2	35	1	1976
16503	36	13	2	34	3	1976
16512	36	13	1	35	3	1976
16512	32	14	1	35	3	1977
16513	32	14	1	35	4	1976
16513	32	15	1	35	4	1977
16542	35	17	2	28	7	1976
16552	33	12	1	34	2	1976
16552	33	13	1	34	2	1977
16552	31	14	1	34	2	1978
16552	27	16	1	34	2	1980
16572	31	11	1	35	1	1976
16572	32	12	1	35	1	1977
16572	33	13	1	35	1	1978
16572	25	15	1	35	1	1980
16612	36	11	2	35	1	1976
16612	36	12	2	35	1	1977
16612	27	13	2	35	1	1978
16612	27	15	2	35	1	1980
16682	33	14	2	34	4	1976
16682	34	15	2	34	4	1977
16682	29	16	2	34	4	1978
16682	26	18	2	34	4	1980
16683	33	11	2	34	1	1976
16683	28	12	2	34	1	1977
16683	27	13	2	34	1	1978
16683	26	15	2	34	1	1980
16742	24	16	1	27	6	1976
16742	20	17	1	27	6	1977
16742	19	18	1	27	6	1978
16742	22	20	1	27	6	1980
16743	25	14	1	28	4	1976
16743	20	15	1	28	4	1977
16743	24	16	1	28	4	1978
16743	21	18	1	28	4	1980
16822	33	13	2	35	3	1976
16822	33	14	2	35	3	1977
16822	34	15	2	35	3	1978
16822	34	17	2	35	3	1980
16872	28	15	2	33	5	1976
16872	34	16	2	33	5	1977
16872	23	17	2	33	5	1978
16872	30	19	2	33	5	1980
16873	28	13	1	32	3	1976
16873	29	14	1	32	3	1977
16873	27	15	1	32	3	1978
16873	22	17	1	32	3	1980
17462	33	11	2	29	1	1976
17462	35	12	2	29	1	1977
17462	36	13	2	29	1	1978
17462	27	15	2	29	1	1980
17472	36	11	1	28	1	1976
17472	36	12	1	28	1	1977
17472	35	13	1	28	1	1978
17472	33	15	1	28	1	1980
17522	30	15	1	33	5	1976
17522	28	16	1	33	5	1977
17522	28	17	1	33	5	1978
17522	30	19	1	33	5	1980
17523	27	16	1	29	6	1976
17523	24	17	1	29	6	1977
17523	28	18	1	29	6	1978
17523	26	20	1	29	6	1980
17582	32	12	2	35	2	1976
17582	35	13	2	35	2	1977
17582	35	14	2	35	2	1978
17582	33	16	2	35	2	1980
17622	27	14	2	28	4	1976
17622	24	15	2	28	4	1977
17622	28	16	2	28	4	1978
17622	30	18	2	28	4	1980
17623	36	11	2	28	1	1976
17623	35	12	2	28	1	1977
17623	34	13	2	28	1	1978
17623	33	15	2	28	1	1980
17752	34	14	1	31	4	1976
17752	32	15	1	31	4	1977
17752	31	16	1	31	4	1978
17752	25	18	1	31	4	1980
17762	21	14	2	34	4	1976
17762	16	15	2	34	4	1977
17762	25	16	2	34	4	1978
17762	22	18	2	34	4	1980
17792	36	17	2	35	7	1976
17792	36	18	2	35	7	1977
17792	34	19	2	35	7	1978
17792	27	21	2	35	7	1980
17812	31	13	2	32	3	1976
17812	31	14	2	32	3	1977
17812	27	15	2	32	3	1978
17812	27	17	2	32	3	1980
17813	32	12	2	34	2	1976
17813	30	13	2	34	2	1977
17813	29	14	2	34	2	1978
17813	28	16	2	34	2	1980
18022	33	16	2	35	6	1976
18022	30	17	2	35	6	1977
18022	31	18	2	35	6	1978
18022	28	20	2	35	6	1980
18023	33	14	1	35	4	1976
18023	29	15	1	35	4	1977
18023	30	16	1	35	4	1978
18023	30	18	1	35	4	1980
18024	31	12	1	35	2	1976
18024	27	13	1	35	2	1977
18024	30	14	1	35	2	1978
18024	26	16	1	35	2	1980
18042	33	14	1	26	4	1976
18042	30	15	1	26	4	1977
18042	32	16	1	26	4	1978
18042	30	18	1	26	4	1980
18043	35	15	2	26	5	1976
18043	36	16	2	26	5	1977
18043	35	17	2	26	5	1978
18043	34	19	2	26	5	1980
18044	30	17	1	27	7	1976
18044	31	18	1	27	7	1977
18044	27	19	1	27	7	1978
18044	30	21	1	27	7	1980
18052	32	16	1	34	6	1976
18052	29	17	1	34	6	1977
18052	28	18	1	34	6	1978
18053	35	12	1	35	2	1976
18053	36	13	1	35	2	1977
18053	36	14	1	35	2	1978
18053	32	16	1	35	2	1980
18092	35	14	2	35	4	1976
18092	36	15	2	35	4	1977
18092	30	16	2	35	4	1978
18092	26	18	2	35	4	1980
18093	32	12	2	35	2	1976
18093	36	13	2	35	2	1977
18093	30	14	2	35	2	1978
18093	36	16	2	35	2	1980
18242	28	15	1	28	5	1976
18242	29	16	1	28	5	1977
18242	29	17	1	28	5	1978
18242	23	19	1	28	5	1980
18243	31	17	1	32	7	1976
18243	25	18	1	32	7	1977
18243	25	19	1	32	7	1978
18243	28	21	1	32	7	1980
18252	27	14	2	33	4	1976
18252	27	15	2	33	4	1977
18252	24	16	2	33	4	1978
18362	36	15	2	35	5	1976
18362	31	16	2	35	5	1977
18362	28	17	2	35	5	1978
18362	29	19	2	35	5	1980
18363	36	11	1	34	1	1976
18363	36	12	1	34	1	1977
18363	29	13	1	34	1	1978
18363	36	15	1	34	1	1980
18372	32	13	1	34	3	1976
18372	33	14	1	34	3	1977
18372	20	15	1	34	3	1978
18372	21	17	1	34	3	1980
18373	30	11	1	34	1	1976
18373	29	12	1	34	1	1977
18373	26	13	1	34	1	1978
18373	29	15	1	34	1	1980
18502	30	17	1	35	7	1976
18502	31	18	1	35	7	1977
18502	29	19	1	35	7	1978
18502	27	21	1	35	7	1980
18503	34	15	2	35	5	1976
18503	36	16	2	35	5	1977
18503	36	17	2	35	5	1978
18503	33	19	2	35	5	1980
18504	36	11	2	35	1	1976
18504	36	12	2	35	1	1977
18504	36	13	2	35	1	1978
18504	36	15	2	35	1	1980
18522	36	12	1	34	2	1976
18522	34	13	1	34	2	1977
18522	27	14	1	34	2	1978
18522	28	16	1	34	2	1980
18562	36	14	1	35	4	1976
18562	35	15	1	35	4	1977
18562	36	16	1	35	4	1978
18562	36	18	1	35	4	1980
18563	32	12	1	35	2	1976
18563	32	13	1	35	2	1977
18563	31	14	1	35	2	1978
18563	29	16	1	35	2	1980
18602	28	16	2	33	6	1976
18602	27	17	2	33	6	1977
18602	29	18	2	33	6	1978
18602	28	20	2	33	6	1980
18622	35	12	1	32	2	1976
18622	35	13	1	32	2	1977
18622	31	14	1	32	2	1978
18622	34	16	1	32	2	1980
18662	35	12	2	35	2	1976
18662	35	13	2	35	2	1977
18662	30	14	2	35	2	1978
18812	33	17	1	29	7	1976
18812	34	18	1	29	7	1977
18812	35	19	1	29	7	1978
18812	30	21	1	29	7	1980
18892	30	14	1	35	4	1976
18892	32	15	1	35	4	1977
18892	25	16	1	35	4	1978
18892	28	18	1	35	4	1980
18893	29	16	1	35	6	1976
18893	26	17	1	35	6	1977
18893	26	18	1	35	6	1978
18894	32	12	1	35	2	1976
18894	31	13	1	35	2	1977
18894	32	14	1	35	2	1978
18894	23	16	1	35	2	1980
19062	32	16	1	35	6	1976
19062	32	17	1	35	6	1977
19062	34	20	1	35	6	1980
19063	34	15	1	35	5	1976
19063	24	16	1	35	5	1977
19063	30	17	1	35	5	1978
19063	23	19	1	35	5	1980
19064	33	11	1	35	1	1976
19064	31	12	1	35	1	1977
19064	36	13	1	35	1	1978
19064	34	15	1	35	1	1980
19072	34	14	1	34	4	1976
19072	28	15	1	34	4	1977
19072	22	16	1	34	4	1978
19072	22	18	1	34	4	1980
19112	33	16	1	32	6	1976
19112	29	17	1	32	6	1977
19112	26	18	1	32	6	1978
19112	25	20	1	32	6	1980
19132	33	11	1	32	1	1976
19132	36	12	1	32	1	1977
19132	33	13	1	32	1	1978
19133	35	12	2	32	2	1976
19133	36	13	2	32	2	1977
19133	36	14	2	32	2	1978
19202	35	14	1	28	4	1976
19202	29	15	1	28	4	1977
19202	29	16	1	28	4	1978
19202	29	18	1	28	4	1980
19252	32	12	2	28	2	1976
19252	35	13	2	28	2	1977
19252	26	14	2	28	2	1978
19252	32	16	2	28	2	1980
19253	36	11	1	28	1	1976
19253	34	12	1	28	1	1977
19253	36	13	1	28	1	1978
19253	31	15	1	28	1	1980
19254	30	13	1	28	3	1976
19254	30	14	1	28	3	1977
19254	32	15	1	28	3	1978
19254	27	17	1	28	3	1980
19322	34	14	2	35	4	1976
19322	26	15	2	35	4	1977
19322	30	16	2	35	4	1978
19322	27	18	2	35	4	1980
19323	31	11	2	35	1	1976
19323	33	12	2	35	1	1977
19323	26	13	2	35	1	1978
19323	22	15	2	35	1	1980
19332	32	11	1	33	1	1976
19332	32	12	1	33	1	1977
19332	34	13	1	33	1	1978
19332	31	15	1	33	1	1980
19342	33	15	1	34	5	1976
19342	31	16	1	34	5	1977
19342	33	17	1	34	5	1978
19342	30	19	1	34	5	1980
19422	34	12	2	35	2	1976
19422	32	13	2	35	2	1977
19422	31	14	2	35	2	1978
19422	32	16	2	35	2	1980
19423	32	13	1	35	3	1976
19423	32	14	1	35	3	1977
19423	31	15	1	35	3	1978
19423	28	17	1	35	3	1980
19452	24	15	2	28	5	1976
19452	32	16	2	28	5	1977
19453	19	17	2	29	7	1976
19453	24	18	2	29	7	1977
19453	24	19	2	29	7	1978
19453	31	21	2	29	7	1980
19482	36	11	2	35	1	1976
19482	32	12	2	35	1	1977
19482	32	13	2	35	1	1978
19482	36	15	2	35	1	1980
19483	35	14	1	35	4	1976
19483	34	15	1	35	4	1977
19483	34	16	1	35	4	1978
19483	36	18	1	35	4	1980
19492	32	12	1	35	2	1976
19492	33	13	1	35	2	1977
19492	32	14	1	35	2	1978
19492	28	16	1	35	2	1980
19493	36	13	2	28	3	1976
19493	33	14	2	28	3	1977
19493	36	15	2	28	3	1978
19493	36	17	2	28	3	1980
19502	35	11	1	35	1	1976
19502	35	12	1	35	1	1977
19502	29	13	1	35	1	1978
19502	31	15	1	35	1	1980
19512	31	13	2	35	3	1976
19512	36	14	2	35	3	1977
19512	36	15	2	35	3	1978
19512	32	17	2	35	3	1980
19513	33	14	1	35	4	1976
19513	27	15	1	35	4	1977
19513	27	16	1	35	4	1978
19513	36	18	1	35	4	1980
19514	36	15	2	35	5	1976
19514	34	16	2	35	5	1977
19514	35	17	2	35	5	1978
19514	33	19	2	35	5	1980
19522	31	17	1	31	7	1976
19522	27	18	1	31	7	1977
19622	26	12	1	35	2	1976
19622	26	13	1	35	2	1977
19622	25	14	1	35	2	1978
19622	13	16	1	35	2	1980
19692	31	12	2	28	2	1976
19692	27	13	2	28	2	1977
19692	24	14	2	28	2	1978
19692	17	16	2	28	2	1980
19693	28	16	1	30	6	1976
19693	27	17	1	30	6	1977
19693	27	18	1	30	6	1978
19693	26	20	1	30	6	1980
19702	33	11	1	35	1	1976
19702	33	12	1	35	1	1977
19702	31	13	1	35	1	1978
19702	27	15	1	35	1	1980
19722	31	16	1	35	6	1976
19722	32	17	1	35	6	1977
19722	31	18	1	35	6	1978
19722	28	20	1	35	6	1980
19762	30	17	2	35	7	1976
19762	29	18	2	35	7	1977
19762	32	19	2	35	7	1978
19762	28	21	2	35	7	1980
19842	26	16	1	34	6	1976
19842	31	17	1	34	6	1977
19842	32	18	1	34	6	1978
19842	31	20	1	34	6	1980
19843	27	15	2	35	5	1976
19843	32	16	2	35	5	1977
19843	29	17	2	35	5	1978
19843	30	19	2	35	5	1980
19952	35	16	1	32	6	1976
19952	30	17	1	32	6	1977
19952	27	18	1	32	6	1978
19952	23	20	1	32	6	1980
20162	23	16	1	34	6	1976
20162	25	17	1	34	6	1977
20162	24	18	1	34	6	1978
20192	36	14	1	35	4	1976
20192	31	15	1	35	4	1977
20192	30	16	1	35	4	1978
20192	25	18	1	35	4	1980
20193	34	11	2	34	1	1976
20193	33	12	2	34	1	1977
20193	26	13	2	34	1	1978
20193	15	15	2	34	1	1980
20543	27	14	1	28	4	1976
20543	33	15	1	28	4	1977
20543	32	16	1	28	4	1978
20543	31	18	1	28	4	1980
20632	36	14	1	33	4	1976
20632	36	15	1	33	4	1977
20632	34	16	1	33	4	1978
20632	30	18	1	33	4	1980
20642	28	16	1	35	6	1976
20642	24	17	1	35	6	1977
20642	29	18	1	35	6	1978
20642	25	20	1	35	6	1980
20672	35	11	2	29	1	1976
20672	33	12	2	29	1	1977
20672	35	13	2	29	1	1978
20672	35	15	2	29	1	1980
20782	31	13	2	28	3	1976
20782	31	14	2	28	3	1977
20782	31	15	2	28	3	1978
20782	27	17	2	28	3	1980
20783	26	16	2	33	6	1976
20783	33	17	2	33	6	1977
20783	32	18	2	33	6	1978
20783	25	20	2	33	6	1980
20912	28	12	1	28	2	1976
20912	35	13	1	28	2	1977
20912	34	14	1	28	2	1978
20912	35	16	1	28	2	1980
20952	27	12	1	28	2	1976
20952	34	13	1	28	2	1977
20952	28	14	1	28	2	1978
20952	36	16	1	28	2	1980
20953	27	17	2	28	7	1976
20953	34	18	2	28	7	1977
20953	33	19	2	28	7	1978
20953	35	21	2	28	7	1980
21002	27	12	2	30	2	1976
21002	34	13	2	30	2	1977
21002	31	14	2	30	2	1978
21002	33	16	2	30	2	1980
21003	27	16	1	29	6	1976
21003	36	17	1	29	6	1977
21003	30	18	1	29	6	1978
21003	29	20	1	29	6	1980
21312	31	11	1	33	1	1976
21312	30	12	1	33	1	1977
21312	26	13	1	33	1	1978
21312	34	15	1	33	1	1980
21352	29	12	1	30	2	1976
21352	33	13	1	30	2	1977
21352	27	14	1	30	2	1978
21352	31	16	1	30	2	1980
21362	35	14	1	30	4	1976
21362	32	15	1	30	4	1977
21362	32	16	1	30	4	1978
21362	35	18	1	30	4	1980
21363	36	12	2	30	2	1976
21363	34	13	2	30	2	1977
21363	31	14	2	30	2	1978
21363	29	16	2	30	2	1980
21372	30	15	1	28	5	1976
21372	29	16	1	28	5	1977
21372	18	17	1	28	5	1978
21372	25	19	1	28	5	1980
21392	33	11	1	34	1	1976
21392	33	12	1	34	1	1977
21392	32	13	1	34	1	1978
21392	36	15	1	34	1	1980
21393	27	14	1	28	4	1976
21393	34	15	1	28	4	1977
21393	33	16	1	28	4	1978
21393	36	18	1	28	4	1980
21394	32	15	1	30	5	1976
21394	33	16	1	30	5	1977
21394	30	17	1	30	5	1978
21394	29	19	1	30	5	1980
21395	32	16	1	29	6	1976
21395	27	17	1	29	6	1977
21395	26	18	1	29	6	1978
21395	28	20	1	29	6	1980
21502	27	11	2	28	1	1976
21502	31	12	2	28	1	1977
21502	35	13	2	28	1	1978
21502	31	15	2	28	1	1980
21562	28	16	2	33	6	1976
21562	26	17	2	33	6	1977
21562	32	18	2	33	6	1978
21562	32	20	2	33	6	1980
21563	26	14	2	33	4	1976
21563	28	15	2	33	4	1977
21563	29	16	2	33	4	1978
21563	23	18	2	33	4	1980
21602	36	11	2	29	1	1976
21602	30	12	2	29	1	1977
21602	36	13	2	29	1	1978
21602	36	15	2	29	1	1980
21603	36	13	1	33	3	1976
21603	34	14	1	33	3	1977
21603	36	15	1	33	3	1978
21603	20	17	1	33	3	1980
21692	36	17	2	26	7	1976
21692	31	18	2	26	7	1977
21692	31	19	2	26	7	1978
21692	35	21	2	26	7	1980
21693	26	15	2	33	5	1976
21693	26	16	2	33	5	1977
21693	34	17	2	33	5	1978
21693	26	19	2	33	5	1980
21694	27	13	2	33	3	1976
21694	29	14	2	33	3	1977
21694	31	15	2	33	3	1978
21694	26	17	2	33	3	1980
21695	33	11	2	31	1	1976
21695	32	12	2	31	1	1977
21695	27	13	2	31	1	1978
21695	28	15	2	31	1	1980
21742	33	16	2	33	6	1976
21742	32	17	2	33	6	1977
21742	30	18	2	33	6	1978
21742	30	20	2	33	6	1980
21743	29	14	2	28	4	1976
21743	32	15	2	28	4	1977
21743	29	16	2	28	4	1978
21743	31	18	2	28	4	1980
21872	34	16	1	28	6	1976
21872	28	17	1	28	6	1977
21872	28	18	1	28	6	1978
21872	27	20	1	28	6	1980
21902	27	13	2	33	3	1976
21902	26	14	2	33	3	1977
21902	32	15	2	33	3	1978
21902	24	17	2	33	3	1980
21922	36	12	2	30	2	1976
21922	30	13	2	30	2	1977
21922	36	14	2	30	2	1978
21922	31	16	2	30	2	1980
21932	31	14	2	28	4	1976
21932	32	15	2	28	4	1977
21932	27	16	2	28	4	1978
21932	34	18	2	28	4	1980
21933	34	12	1	28	2	1976
21933	27	13	1	28	2	1977
21933	32	14	1	28	2	1978
21933	29	16	1	28	2	1980
21942	30	16	2	33	6	1976
21942	36	17	2	33	6	1977
21942	32	18	2	33	6	1978
21942	29	20	2	33	6	1980
21943	32	12	1	33	2	1976
21943	32	13	1	33	2	1977
21943	35	14	1	33	2	1978
21943	33	16	1	33	2	1980
22052	32	13	1	35	3	1976
22052	30	14	1	35	3	1977
22052	24	15	1	35	3	1978
22052	26	17	1	35	3	1980
22053	36	12	1	35	2	1976
22053	35	13	1	35	2	1977
22053	34	14	1	35	2	1978
22053	36	16	1	35	2	1980
22162	26	14	2	35	4	1976
22162	21	15	2	35	4	1977
22162	27	16	2	35	4	1978
22162	26	18	2	35	4	1980
22172	29	16	2	30	6	1976
22172	28	17	2	30	6	1977
22173	29	15	2	30	5	1976
22173	31	16	2	30	5	1977
22173	31	17	2	30	5	1978
22173	28	19	2	30	5	1980
22174	32	13	2	33	3	1976
22174	32	14	2	33	3	1977
22174	30	15	2	33	3	1978
22174	31	17	2	33	3	1980
22175	31	12	2	31	2	1976
22175	30	13	2	31	2	1977
22175	34	14	2	31	2	1978
22175	33	16	2	31	2	1980
22292	35	17	2	34	7	1976
22292	30	18	2	34	7	1977
22292	29	19	2	34	7	1978
22292	30	21	2	34	7	1980
22512	32	16	2	35	6	1976
22512	34	17	2	35	6	1977
22512	33	18	2	35	6	1978
22512	34	20	2	35	6	1980
22513	36	12	2	35	2	1976
22513	35	13	2	35	2	1977
22513	36	14	2	35	2	1978
22513	30	16	2	35	2	1980
22552	27	14	2	34	4	1976
22602	34	14	1	34	4	1976
22602	34	16	1	34	4	1978
22602	35	18	1	34	4	1980
22842	36	16	1	34	6	1976
22842	33	17	1	34	6	1977
22842	34	18	1	34	6	1978
22842	28	20	1	34	6	1980
23012	14	15	1	32	5	1976
23012	15	16	1	32	5	1977
23012	19	17	1	32	5	1978
23012	26	19	1	32	5	1980
23242	26	17	1	31	7	1976
23242	25	18	1	31	7	1977
23242	27	19	1	31	7	1978
23242	23	21	1	31	7	1980
23262	28	15	2	34	5	1976
23262	30	16	2	34	5	1977
23262	31	17	2	34	5	1978
23262	31	19	2	34	5	1980
23263	28	16	1	33	6	1976
23263	26	17	1	33	6	1977
23263	27	18	1	33	6	1978
23263	30	20	1	33	6	1980
23282	31	16	2	34	6	1976
23282	27	17	2	34	6	1977
23282	29	18	2	34	6	1978
23282	30	20	2	34	6	1980
23322	36	11	2	32	1	1976
23322	36	12	2	32	1	1977
23322	34	13	2	32	1	1978
23322	27	15	2	32	1	1980
23323	27	13	1	35	3	1976
23323	28	14	1	35	3	1977
23323	24	15	1	35	3	1978
23323	28	17	1	35	3	1980
23362	30	16	1	28	6	1976
23362	30	17	1	28	6	1977
23362	27	18	1	28	6	1978
23362	30	20	1	28	6	1980
23363	35	13	2	33	3	1976
23363	36	14	2	33	3	1977
23363	34	15	2	33	3	1978
23363	34	17	2	33	3	1980
23512	34	12	2	35	2	1976
23512	33	13	2	35	2	1977
23512	18	14	2	35	2	1978
23512	29	16	2	35	2	1980
23532	35	15	2	34	5	1976
23532	36	16	2	34	5	1977
23532	32	17	2	34	5	1978
23532	34	19	2	34	5	1980
23642	35	11	1	29	1	1976
23642	34	12	1	29	1	1977
23642	31	13	1	29	1	1978
23642	13	15	1	29	1	1980
23712	36	11	2	35	1	1976
23712	36	12	2	35	1	1977
23712	35	13	2	35	1	1978
23712	36	15	2	35	1	1980
23832	35	14	2	34	4	1976
23832	36	15	2	34	4	1977
23832	34	16	2	34	4	1978
23832	35	18	2	34	4	1980
23862	34	12	2	30	2	1976
23862	35	13	2	30	2	1977
23862	35	14	2	30	2	1978
23862	35	16	2	30	2	1980
23942	34	11	2	35	1	1976
23942	32	12	2	35	1	1977
23942	32	13	2	35	1	1978
23942	34	15	2	35	1	1980
23962	36	11	2	35	1	1976
23962	35	12	2	35	1	1977
23962	36	13	2	35	1	1978
23962	33	15	2	35	1	1980
23972	23	15	1	33	5	1976
23972	23	16	1	33	5	1977
23972	21	17	1	33	5	1978
23972	29	19	1	33	5	1980
23973	35	11	2	35	1	1976
23973	35	12	2	35	1	1977
23973	33	13	2	35	1	1978
23973	35	15	2	35	1	1980
23982	36	14	1	35	4	1976
23982	36	15	1	35	4	1977
23982	32	16	1	35	4	1978
23982	33	18	1	35	4	1980
23983	28	17	1	35	7	1976
23983	35	18	1	35	7	1977
23983	35	19	1	35	7	1978
23983	22	21	1	35	7	1980
23992	16	16	1	31	6	1976
23992	21	17	1	31	6	1977
23992	23	18	1	31	6	1978
23992	22	20	1	31	6	1980
24002	30	15	1	34	5	1976
24002	22	16	1	34	5	1977
24002	29	17	1	34	5	1978
24003	23	16	1	35	6	1976
24003	20	17	1	35	6	1977
24003	23	18	1	35	6	1978
24003	23	20	1	35	6	1980
24042	30	16	1	31	6	1976
24042	30	17	1	31	6	1977
24042	29	18	1	31	6	1978
24042	30	20	1	31	6	1980
24082	35	16	1	34	6	1976
24082	35	17	1	34	6	1977
24082	26	18	1	34	6	1978
24082	34	20	1	34	6	1980
24192	27	12	1	28	2	1976
24192	36	13	1	28	2	1977
24192	34	14	1	28	2	1978
24192	34	16	1	28	2	1980
24332	31	11	1	29	1	1976
24332	30	12	1	29	1	1977
24332	32	13	1	29	1	1978
24332	29	15	1	29	1	1980
